title,release_year,vote_count_max,vote_average_prom
The Blood of Heroes,1989,32.0,5.9
The Blood of Jesus,1941,1.0,5.0
The Blood of a Poet,1932,27.0,6.7
The Blood on Satan's Claw,1971,26.0,6.9
The Bloodstained Butterfly,1971,10.0,6.3
The Bloodstained Shadow,1978,3.0,7.3
The Bloody Child,1996,0.0,0.0
The Bloody Judge,1970,5.0,6.4
The Bloody Olive,1997,6.0,7.3
The Blossoming of Maximo Oliveros,2005,8.0,7.3
The Blot,1921,3.0,7.3
The Blue Angel,1930,52.0,7.4
The Blue Bird,1918,3.0,6.0
The Blue Bird,1940,8.0,6.4
The Blue Butterfly,2004,6.0,6.8
The Blue Dahlia,1946,37.0,6.6
The Blue Elephant,2014,18.0,6.5
The Blue Gardenia,1953,15.0,6.2
The Blue Hour,2007,1.0,8.0
The Blue Hour,2015,10.0,6.6
The Blue Kite,1994,11.0,7.4
The Blue Lagoon,1949,1.0,6.5
The Blue Lagoon,1980,422.0,5.8
The Blue Lamp,1950,18.0,7.0
The Blue Light,1932,7.0,6.3
The Blue Max,1966,29.0,6.6
The Blue Planet,1981,5.0,8.4
The Blue Planet,2001,51.0,8.1
The Blue Room,2014,32.0,6.2
The Blue Sky Maiden,1957,2.0,5.5
The Blue Umbrella,2013,183.0,7.8
The Blue Veil,1951,2.0,6.5
The Blues Brothers,1980,1092.0,7.5
The Boat,1921,15.0,6.0
The Boat Is Full,1981,4.0,7.3
The Boat That Rocked,2009,678.0,7.2
The Bobo,1967,3.0,8.0
The Body,1974,1.0,6.0
The Body,2001,35.0,4.9
The Body,2003,7.0,5.6
The Body,2012,233.0,7.5
The Body Farm,2011,2.0,6.5
The Body Snatcher,1945,47.0,6.8
The Body of My Enemy,1976,10.0,6.2
The Bodyguard,1973,3.0,3.7
The Bodyguard,1979,2.0,3.5
The Bodyguard,1992,681.0,6.2
The Bodyguard,2016,15.0,6.5
The Bogus Man,1980,1.0,6.0
The Bogus Witch Project,2000,5.0,2.1
The Bohemian Girl,1936,12.0,6.6
The Bolshoi,2017,8.0,6.4
The Bone Collector,1999,843.0,6.5
The Bone Man,2009,26.0,7.4
The Bone Snatcher,2003,12.0,4.5
The Bonesetter,2004,1.0,4.0
The Bonfire of the Vanities,1990,113.0,5.3
The Bonnie Parker Story,1958,2.0,5.0
The Bonus,1974,3.0,3.7
The Boob,1926,0.0,0.0
The Boogens,1981,18.0,5.7
The Boogey Man,1980,29.0,5.0
The Book Thief,2013,1528.0,7.4
The Book of Daniel,2013,5.0,6.0
The Book of Eli,2010,2207.0,6.6
The Book of Fate,2003,2.0,3.5
The Book of Henry,2017,84.0,7.6
The Book of Life,1998,9.0,6.9
The Book of Life,2014,778.0,7.3
The Book of Love,2017,32.0,6.6
"The Book of Mormon Movie, Volume 1: The Journey",2003,2.0,5.0
The Book of Stars,1999,2.0,7.0
The Boom,1963,4.0,5.5
The Boondock Saints,1999,848.0,7.2
The Boondock Saints II: All Saints Day,2009,264.0,5.8
The Boost,1988,12.0,5.3
The Booth,2005,2.0,8.5
The Border,1982,34.0,6.1
The Border,2007,9.0,5.3
The Borderlands,2013,82.0,5.1
The Born Losers,1967,13.0,5.3
The Borrower,1991,10.0,4.3
The Borrowers,1973,1.0,6.0
The Borrowers,1997,136.0,5.8
The Borrowers,2011,17.0,6.2
The Bosom Friend,1997,1.0,8.0
The Boss,1956,3.0,4.0
The Boss,1973,9.0,6.6
The Boss,2016,441.0,5.5
The Boss Baby,2017,2336.0,6.1
The Boss of It All,2006,58.0,6.8
The Boss's Daughter,2016,23.0,5.4
The Bosses,2015,8.0,8.0
The Boston Strangler,1968,51.0,6.7
The Bostonians,1984,4.0,5.5
The Botany of Desire,2009,4.0,6.3
The Bothersome Man,2006,68.0,6.9
The Bottom of the Sea,2003,6.0,6.7
The Bounty,1984,109.0,6.5
The Bounty Hunter,2010,878.0,5.6
The Bourne Identity,1988,28.0,6.1
The Bourne Identity,2002,3640.0,7.3
The Bourne Legacy,2012,2683.0,6.0
The Bourne Supremacy,2004,2873.0,7.2
The Bourne Ultimatum,2007,2938.0,7.3
The Bow,2005,49.0,6.7
The Bowery,1933,3.0,3.0
The Box,2003,0.0,0.0
The Box,2004,10.0,5.7
The Box,2007,3.0,5.2
The Box,2009,610.0,5.4
The Boxcar Children,2014,7.0,7.6
The Boxer,1997,44.0,6.7
The Boxer,2009,2.0,2.5
The Boxer's Omen,1983,14.0,7.3
The Boxing Cats (Prof. Welton's),1894,6.0,6.3
The Boxtrolls,2014,689.0,6.6
The Boy,2015,58.0,5.7
The Boy,2016,1133.0,5.8
The Boy Friend,1971,3.0,6.7
The Boy Next Door,2008,10.0,5.3
The Boy Next Door,2015,1034.0,4.1
The Boy Who Could Fly,1986,36.0,6.0
The Boy Who Cried Werewolf,2010,58.0,5.7
The Boy Who Saw the Wind,2000,0.0,0.0
The Boy Who Walked Backwards,1995,4.0,6.8
The Boy and the Beast,2015,304.0,7.9
The Boy and the Pirates,1960,3.0,5.3
The Boy in Blue,1986,6.0,4.3
The Boy in the Mirror,2014,1.0,6.0
The Boy in the Plastic Bubble,1976,26.0,5.8
The Boy in the Striped Pyjamas,2008,1492.0,7.7
The Boy with Green Hair,1948,19.0,6.1
The Boys,1962,8.0,6.8
The Boys,1997,7.0,5.4
The Boys,1998,3.0,6.8
The Boys & Girls Guide to Getting Down,2007,8.0,6.0
The Boys Are Back,2009,60.0,6.4
The Boys Club,1997,4.0,5.5
The Boys Next Door,1985,14.0,5.9
The Boys from Brazil,1978,102.0,6.6
The Boys from County Clare,2003,3.0,6.5
The Boys from Fengkuei,1983,7.0,6.9
The Boys in Company C,1978,29.0,6.2
The Boys in the Band,1970,16.0,6.6
The Boys of Baraka,2005,2.0,6.5
The Boys of St. Vincent,1992,7.0,7.0
The Boys: The Sherman Brothers' Story,2009,5.0,7.8
The Brady Bunch Movie,1995,87.0,5.9
The Brain,1969,37.0,7.1
The Brain,1988,6.0,4.6
The Brain Eaters,1958,2.0,6.5
The Brain Man,2013,18.0,5.9
The Brain That Wouldn't Die,1962,34.0,4.4
The Brain from Planet Arous,1957,9.0,4.9
The Brainwashing of My Dad,2015,3.0,6.0
The Brand New Testament,2015,435.0,6.4
The Brandon Teena Story,1998,3.0,7.3
The Brasher Doubloon,1947,5.0,4.7
The Brass Bottle,1964,6.0,6.0
The Brass Legend,1956,2.0,7.0
The Brass Teapot,2012,165.0,5.8
The Brats,2013,194.0,6.1
The Bravados,1958,21.0,5.7
The Brave,1997,49.0,5.7
The Brave Bulls,1951,0.0,0.0
The Brave Little Toaster,1987,94.0,6.8
The Brave Little Toaster Goes to Mars,1998,12.0,5.8
The Brave Little Toaster to the Rescue,1997,21.0,6.8
The Brave One,1956,5.0,6.6
The Brave One,2007,258.0,6.4
The Breach,1970,7.0,6.5
The Bread and Alley,1970,4.0,6.3
"The Bread, My Sweet",2001,6.0,5.0
The Break-In,2016,0.0,0.0
The Break-Up,2006,851.0,5.6
The Break-up Artist,2009,9.0,5.1
The Breakfast Club,1985,2189.0,7.8
The Breaking Point,1950,11.0,7.0
The Breaks,1999,3.0,5.2
The Breakup Guru,2014,7.0,3.4
The Breath,2009,24.0,7.1
The Breed,2001,12.0,4.0
The Breed,2006,82.0,5.0
The Bremen Town Musicians,1969,15.0,6.2
The Bribe,1949,7.0,5.8
The Brice Man,2005,335.0,5.5
The Bridal Party in Hardanger,1926,0.0,0.0
The Bride,1985,21.0,5.4
The Bride,2017,23.0,5.1
The Bride Came C.O.D.,1941,8.0,7.8
The Bride Comes Home,1935,0.0,0.0
The Bride Goes Wild,1948,1.0,6.0
The Bride He Bought Online,2015,4.0,5.3
The Bride Walks Out,1936,5.0,4.1
The Bride Wore Black,1968,41.0,7.3
The Bride Wore Red,1937,5.0,3.5
The Bride from Hades,1968,1.0,10.0
The Bride with White Hair,1993,25.0,6.2
The Brides Are Coming,1978,3.0,4.5
The Brides of Dracula,1960,46.0,6.2
The Brides of Fu Manchu,1966,6.0,5.8
The Bridesmaid,2004,15.0,6.2
The Bridge,1959,34.0,7.6
The Bridge,1999,2.0,5.0
The Bridge,2006,81.0,7.0
The Bridge,2008,9.0,4.4
The Bridge,2015,15.0,6.1
The Bridge Part 2,2016,7.0,5.6
The Bridge at Remagen,1969,37.0,6.2
The Bridge of San Luis Rey,2004,15.0,5.4
The Bridge on the River Kwai,1957,554.0,7.7
The Bridge on the River Kwai: An Appreciation by Filmmaker John Milius,2000,0.0,0.0
The Bridge to Nowhere,2009,7.0,4.5
The Bridges at Toko-Ri,1954,16.0,5.9
The Bridges of Madison County,1995,397.0,7.3
The Brink's Job,1978,9.0,6.4
The Brittany Murphy Story,2014,10.0,4.4
The Broadway Melody,1929,20.0,5.0
The Broken,2008,63.0,5.6
The Broken Circle Breakdown,2012,341.0,7.7
The Broken Hearts Club: A Romantic Comedy,2000,26.0,6.3
The Broken Jug,1937,2.0,8.0
The Broken Landlord,1985,12.0,8.4
The Broken Tower,2012,9.0,6.3
The Bronte Sisters,1979,6.0,5.3
The Bronx Bull,2016,8.0,5.7
The Bronze,2016,112.0,5.5
The Bronze Buckaroo,1939,0.0,0.0
The Brood,1979,138.0,6.6
The Brooke Ellison Story,2004,10.0,6.2
The Brother from Another Planet,1984,26.0,6.6
The Brotherhood,1968,5.0,5.4
The Brotherhood of Justice,1986,6.0,4.1
The Brotherhood of Satan,1971,10.0,5.6
The Brothers,2001,11.0,6.8
The Brothers Bloom,2008,206.0,6.8
The Brothers Grimm,2005,847.0,5.6
The Brothers Karamazov,1958,6.0,6.8
The Brothers Lionheart,1977,22.0,6.9
The Brothers McMullen,1995,23.0,6.3
The Brothers Rico,1957,9.0,5.7
The Brothers Solomon,2007,46.0,4.9
The Brown Bunny,2004,63.0,5.5
The Browning Version,1951,22.0,7.3
The Browning Version,1994,11.0,6.0
The Brussels Business,2012,3.0,6.2
The Brute,1953,10.0,6.8
The Brute Man,1946,7.0,4.4
The Buccaneer,1938,2.0,8.0
The Buccaneer,1958,9.0,5.8
The Bucket List,2007,1138.0,7.0
The Bucks County Massacre,2010,2.0,3.5
The Buddha,2010,3.0,6.0
The Buddy Holly Story,1978,33.0,7.5
The Bugs Bunny/Road Runner Movie,1979,29.0,6.7
The Builder,2010,1.0,5.0
The Bull,1994,4.0,6.5
The Bullet Vanishes,2012,21.0,6.0
The Bulleteers,1942,3.0,7.0
The Bullfighters,1945,7.0,5.1
The Bumblebee Flies Anyway,2000,9.0,5.7
The Bunker,2001,10.0,5.8
The Bunker,2015,12.0,6.5
The Bunker of the Last Gunshots,1981,12.0,5.9
The Bunny Game,2010,22.0,4.6
The Burglar,1957,4.0,4.3
The Burglars,1971,7.0,6.5
The Burglar’s Dilemma,1912,1.0,5.0
The Burgos Trial,1979,0.0,0.0
The Burkittsville 7,2000,1.0,7.0
The Burmese Harp,1956,29.0,7.7
The Burning,1981,90.0,6.2
The Burning Bed,1984,9.0,6.0
The Burning Court,1962,1.0,6.0
The Burning Plain,2008,104.0,6.6
The Burrow,2015,2.0,5.0
The Burrowers,2008,58.0,5.4
The Busher,1919,1.0,5.0
The Business,2005,42.0,6.6
The Business of Being Born,2008,13.0,7.3
The Business of Fancydancing,2002,2.0,8.0
The Business of Strangers,2001,19.0,5.7
The Busy Body,1967,0.0,0.0
The Butcher,1970,36.0,7.0
The Butcher Boy,1997,36.0,6.7
The Butcher's Wife,1991,35.0,5.6
"The Butcher, the Chef, and the Swordsman",2011,10.0,5.0
The Butler,2013,1134.0,7.2
The Butter Battle Book,1989,3.0,4.8
The Buttercream Gang,1992,4.0,5.8
The Butterfly,2002,26.0,6.9
The Butterfly Ball,1977,0.0,0.0
The Butterfly Circus,2009,20.0,7.7
The Butterfly Effect,2004,2119.0,7.3
The Butterfly Effect 2,2006,255.0,4.6
The Butterfly Effect 3: Revelations,2009,158.0,5.1
The Butterfly Room,2012,38.0,5.9
The Butterfly Tattoo,2009,0.0,0.0
The Butterfly's Dream,2013,18.0,7.6
The Bye Bye Man,2017,262.0,5.1
The Bélier Family,2014,789.0,7.0
The C-Word,2015,3.0,7.0
The Cabin in the Cotton,1932,6.0,6.0
The Cabin in the Woods,2012,2314.0,6.6
The Cabinet of Caligari,1962,9.0,5.6
The Cabinet of Dr. Caligari,1920,279.0,7.7
The Cabinet of Dr. Ramirez,1991,0.0,0.0
The Cabining,2014,5.0,5.4
The Cable Guy,1996,603.0,5.7
The Caddy,1953,10.0,5.7
The Cage,1975,3.0,5.7
The Caiman,2006,38.0,6.2
The Caine Mutiny,1954,78.0,7.2
The Caine Mutiny Court-Martial,1988,2.0,3.0
The Cake Eaters,2007,39.0,5.5
The Calcium Kid,2004,20.0,5.4
The Call,2013,1275.0,6.6
The Call Up,2016,56.0,4.8
The Call of Cthulhu,2005,41.0,6.9
The Call of the Wild,1935,13.0,6.0
The Call of the Wild,1972,11.0,6.8
The Call of the Wild,1976,0.0,0.0
The Caller,2008,5.0,5.6
The Caller,2011,82.0,6.0
The Calling,2014,89.0,5.6
The Cameraman,1928,54.0,8.1
The Cameraman's Revenge,1912,22.0,7.2
The Campaign,2012,594.0,5.6
The Canal,2014,139.0,5.7
The Candidate,1972,39.0,6.9
The Candidate,2008,12.0,5.4
The Candy Snatchers,1973,8.0,6.8
The Candy Tangerine Man,1975,1.0,5.0
The Cannibal Man,1973,14.0,6.4
The Cannibals,1988,3.0,7.7
The Cannonball Run,1981,161.0,6.2
The Canterbury Tales,1972,36.0,6.1
The Canterville Ghost,1944,12.0,5.9
The Canterville Ghost,1996,8.0,6.1
The Cantor's Son,1937,0.0,0.0
The Canyon,2009,28.0,5.9
The Canyons,2013,75.0,4.1
The Capsule,2012,0.0,0.0
The Captain Hates the Sea,1934,1.0,9.0
The Captain from Köpenick,1956,11.0,6.9
The Captain's Paradise,1953,5.0,5.9
The Captains,2011,40.0,6.5
The Captivating Star of Happiness,1975,7.0,5.7
The Captive,1915,1.0,6.0
The Captive,1988,5.0,7.6
The Captive,2014,334.0,5.8
The Captive City,1952,2.0,6.0
The Captive Heart,1946,7.0,5.9
The Capture of Bigfoot,1979,1.0,5.0
The Capture of the Green River Killer,2008,2.0,7.3
The Car,1977,50.0,6.2
The Carboard Bernini,2012,0.0,0.0
The Card,1952,8.0,6.8
The Card Player,2004,46.0,4.7
The Cardinal,1963,9.0,6.6
The Care Bears Adventure in Wonderland,1987,5.0,4.6
The Care Bears Movie,1985,31.0,5.4
The Career of Nikos Dyzma,2002,7.0,6.1
The Caretaker,2008,4.0,3.5
The Caretaker,2016,6.0,4.2
The Caretakers,1963,0.0,0.0
The Carey Treatment,1972,3.0,7.7
The Cariboo Trail,1950,1.0,5.0
The Carpenter,1988,2.0,5.0
The Carpetbaggers,1964,7.0,5.3
The Carriers Are Waiting,1999,8.0,7.3
The Cars That Ate Paris,1974,19.0,5.1
The Carter,2009,4.0,6.9
"The Cartoonist: Jeff Smith, BONE and the Changing Face of Comics",2009,0.0,0.0
The Case Against 8,2014,4.0,8.0
"The Case Is Closed, Forget It",1971,0.0,0.0
The Case for Christ,2007,1.0,3.0
The Case for Christ,2017,27.0,6.2
The Case of the Black Cat,1936,1.0,6.0
The Case of the Bloody Iris,1972,12.0,6.3
The Case of the Curious Bride,1935,4.0,5.6
The Case of the Grinning Cat,2004,3.0,7.7
The Case of the Howling Dog,1934,2.0,7.3
The Case of the Lucky Legs,1935,1.0,0.0
The Case of the Scorpion's Tail,1971,14.0,7.0
The Case of the Stuttering Bishop,1937,1.0,5.5
The Case of the Velvet Claws,1936,1.0,7.0
The Case of the Whitechapel Vampire,2002,3.0,3.8
The Case of: JonBenét Ramsey,2016,5.0,7.0
The Cashier Wants to Go to the Seaside,2001,1.0,5.0
The Casino Murder Case,1935,2.0,5.0
The Cassandra Crossing,1976,48.0,6.3
The Castaway Cowboy,1974,4.0,6.1
The Castilian,1963,0.0,0.0
The Castle,1994,5.0,5.3
The Castle,1997,69.0,6.45
The Castle of Cloads,1970,0.0,0.0
The Castle of Fu Manchu,1969,6.0,3.0
The Castle of the Living Dead,1964,3.0,6.5
The Cat,2011,23.0,6.2
The Cat Came Back,1988,14.0,6.4
The Cat Concerto,1947,30.0,7.6
The Cat Returns,2002,364.0,7.2
The Cat Vanishes,2011,4.0,5.8
The Cat Who Walked by Herself,1988,2.0,6.5
The Cat and the Canary,1927,12.0,7.0
The Cat and the Canary,1939,14.0,6.8
The Cat and the Canary,1979,14.0,5.9
The Cat from Outer Space,1978,27.0,5.6
The Cat in the Hat,1971,11.0,6.1
The Cat in the Hat,2003,380.0,4.9
The Cat o' Nine Tails,1971,52.0,6.9
The Cat's Meow,2001,33.0,6.0
The Cat's Out,1931,2.0,7.0
The Cat's-Paw,1934,1.0,0.0
The Catechism Cataclysm,2011,7.0,3.9
The Catered Affair,1956,7.0,5.9
The Cathedral,2002,16.0,7.4
The Cave,2005,204.0,5.2
The Cave of the Golden Rose,1991,33.0,6.0
The Cave of the Yellow Dog,2005,22.0,7.3
The Caveman's Valentine,2001,27.0,6.0
The Cavern,1964,0.0,0.0
The Celebration,1998,213.0,7.7
The Cell,2000,442.0,6.0
The Cell 2,2009,24.0,3.4
The Celluloid Closet,1996,24.0,7.0
The Cement Garden,1993,23.0,7.2
The Cemetery Club,1993,4.0,3.0
The Center of the World,2001,14.0,4.4
The Central Park Five,2012,33.0,6.8
The Century of the Self,2002,27.0,8.3
The Ceremony,1963,2.0,4.8
The Ceremony,1971,3.0,7.3
The Ceremony,2014,1.0,7.0
The Chain Reaction,1980,5.0,3.5
The Chair,2007,7.0,4.0
The Chalk Garden,1964,11.0,5.5
The Challenge,1970,0.0,0.0
The Challenge,1982,5.0,6.6
The Challenge,2003,48.0,5.8
The Challenge,2005,3.0,4.8
The Challenge... A Tribute to Modern Art,1974,0.0,0.0
The Challenger,2013,33.0,7.1
The Challengers,1990,0.0,0.0
The Chamber,1996,62.0,5.9
The Chambermaid on the Titanic,1997,3.0,5.3
The Chameleon,2010,17.0,4.8
The Champ,1931,13.0,6.8
The Champ,1979,38.0,6.7
The Champion,1915,16.0,6.3
The Champions,2015,3.0,7.3
The Chance of a Lifetime,1943,1.0,6.0
The Change-Up,2011,753.0,5.9
The Changeling,1980,144.0,7.0
The Chant of Jimmie Blacksmith,1978,10.0,6.7
The Chaos Class,1975,14.0,6.5
The Chaos Factor,2000,2.0,5.0
The Chaperone,2011,31.0,5.4
The Chapman Report,1962,3.0,6.3
The Charge,2003,4.0,5.0
The Charge of the Light Brigade,1936,18.0,6.8
The Charge of the Light Brigade,1968,15.0,6.3
The Charnel House,2016,9.0,4.6
The Chase,1946,12.0,6.0
The Chase,1966,39.0,6.7
The Chase,1994,89.0,5.6
The Chaser,2008,250.0,7.7
The Chasers,1959,2.0,6.5
The Chateau Meroux,2011,10.0,5.0
The Chatroom,2002,0.0,0.0
The Chatterley Affair,2006,3.0,2.8
The Cheap Detective,1978,20.0,6.6
The Cheat,1915,11.0,4.8
The Cheat,1950,0.0,0.0
The Cheaters,1945,6.0,5.8
The Cheaters,1958,2.0,7.0
The Cheating Pact,2013,10.0,6.2
The Chechahcos,1924,1.0,5.0
The Check Is in the Mail...,1986,1.0,7.0
The Cheerleader Murders,2017,2.0,4.0
The Cheerleaders,1973,2.0,4.5
The Cheetah Girls,2003,90.0,4.9
The Cheetah Girls 2,2006,78.0,5.4
The Cheetah Girls: One World,2008,64.0,4.9
The Chemical Brothers: Don't Think,2012,4.0,6.3
The Cherry Orchard,1999,0.0,0.0
The Cherry Orchard: Blossoming,2008,0.0,0.0
The Cheshire Murders,2013,18.0,5.9
The Chess Players,1977,8.0,6.9
The Cheyenne Social Club,1970,15.0,6.0
The Chicago 8,2011,2.0,5.0
"The Chicken, the Fish and the King Crab",2008,1.0,6.0
The Chiefs,2004,0.0,0.0
The Child,1977,10.0,4.4
The Child,2000,3.0,5.0
The Child,2005,49.0,7.0
The Child,2012,9.0,4.6
The Child I Never Was,2002,5.0,8.0
The Child and the Policeman,1989,7.0,5.4
The Child's Eye,2010,11.0,4.3
The Childhood of Maxim Gorky,1938,4.0,7.3
The Childhood of a Leader,2016,59.0,5.9
The Children,1985,6.0,6.3
The Children,2008,116.0,6.3
The Children Are Watching Us,1944,11.0,7.2
The Children of Huang Shi,2008,53.0,6.5
The Children of Leningradsky,2005,5.0,8.2
The Children of Noisy Village,1986,12.0,6.2
The Children of Sanchez,1978,2.0,6.0
The Children of the Century,1999,8.0,6.6
The Children's Hour,1961,72.0,7.5
The China Lake Murders,1990,0.0,0.0
The China Syndrome,1979,99.0,7.0
The Chinese Botanist's Daughters,2006,16.0,6.2
The Chinese Boxer,1970,8.0,6.9
The Chinese Cat,1944,6.0,6.6
The Chinese Mayor,2015,4.0,6.8
The Chipmunk Adventure,1987,15.0,5.8
The Chocolate Soldier,1941,0.0,0.0
The Choice,1970,1.0,5.0
The Choice,2016,527.0,6.7
The Choice Is Ours,2015,3.0,7.0
The Choirboys,1977,5.0,6.0
The Chorus,1982,3.0,4.5
The Chorus,2004,553.0,7.5
The Chosen,1981,6.0,7.3
The Chosen,2015,36.0,4.6
The Chosen One,2010,17.0,4.6
The Chosen One: Legend of the Raven,1998,2.0,7.0
The Christian Revolt,1962,1.0,5.0
The Christine Jorgensen Story,1970,0.0,0.0
The Christmas Box,1995,5.0,4.6
The Christmas Candle,2013,8.0,5.8
The Christmas Card,2006,6.0,4.5
The Christmas Carol,1949,1.0,1.0
The Christmas Hope,2009,6.0,6.7
The Christmas Party,1996,1.0,5.0
The Christmas Party,2009,6.0,3.9
The Christmas Secret,2014,18.0,6.8
The Christmas Shoes,2002,12.0,5.2
The Christmas That Almost Wasn't,1966,4.0,4.3
The Christmas Toy,1986,7.0,4.8
The Christmas Tree,1991,4.0,3.6
The Christmas Wish,1998,4.0,3.1
The Chronicle of Anna Magdalena Bach,1968,3.0,5.7
The Chronicles of Evil,2015,13.0,7.0
The Chronicles of Melanie,2016,0.0,0.0
The Chronicles of Narnia: Prince Caspian,2008,1668.0,6.3
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,2709.0,6.7
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,1555.0,6.2
The Chronicles of Riddick,2004,1593.0,6.3
The Chronicles of Riddick: Dark Fury,2004,157.0,5.9
The ChubbChubbs!,2002,20.0,6.6
The Chumscrubber,2005,62.0,6.7
The Church,1989,36.0,5.8
The Château,2001,3.0,4.5
The Cider House Rules,1999,285.0,6.9
The Cimarron Kid,1952,5.0,6.2
The Cincinnati Kid,1965,62.0,7.0
The Cinema Snob Movie,2012,1.0,9.0
The Circle,1925,1.0,7.0
The Circle,1985,0.0,0.0
The Circle,2000,17.0,6.6
The Circle,2014,9.0,7.9
The Circle,2015,34.0,5.5
The Circle,2017,1015.0,5.4
The Circle of Deceit,1981,4.0,5.4
The Circus,1928,119.0,8.0
The Circus Tent,1978,1.0,5.0
The Citadel,1938,4.0,6.8
The Citizen,2012,15.0,6.4
The Citizen,2017,0.0,0.0
The City,1999,9.0,7.6
The City Below,2010,6.0,5.4
The City Dark,2012,3.0,8.7
The City Defends Itself,1951,0.0,0.0
The City Tramp,1966,5.0,5.4
The City Without Jews,1924,4.0,6.0
The City of Lost Children,1995,308.0,7.6
The City of Lost Souls,2000,9.0,6.6
The City of No Limits,2002,8.0,6.5
The City of Violence,2006,38.0,6.4
The City of Your Final Destination,2009,9.0,5.7
The City of the Dead,1960,34.0,6.5
The Civil War,1990,15.0,9.2
The Claim,2000,17.0,5.6
The Clairvoyant,1934,1.0,6.5
The Clan,2015,120.0,6.4
The Clan - Tale of the Frogs,1984,2.0,7.0
The Clan of the Cave Bear,1986,28.0,4.7
The Clan of the White Lotus,1980,7.0,6.3
The Class,2007,54.0,7.6
The Class,2008,179.0,6.9
The Class Trip,1998,7.0,6.0
The Class of '92,2013,35.0,7.1
The Classic,2001,2.0,6.0
The Classified File,2015,9.0,6.8
The Clay Bird,2002,12.0,6.1
The Clearing,2004,57.0,5.6
The Clearstream Affair,2015,43.0,5.9
The Client,1994,287.0,6.4
The Client,2011,21.0,6.4
The Client List,2010,67.0,5.4
The Cliff,2016,6.0,5.2
The Climax,1944,7.0,7.0
The Climb,2002,3.0,5.3
The Climber,1975,0.0,0.0
The Clinic,2010,42.0,5.1
The Clink of Ice,2010,57.0,5.3
The Clique,2008,35.0,5.2
The Clock,1945,7.0,6.6
The Clockmaker of St. Paul,1974,12.0,6.8
The Clone Returns Home,2008,7.0,5.9
The Closed Circuit,2013,11.0,6.5
The Closer You Get,2000,2.0,4.5
The Closet,2001,111.0,6.2
The Cloth,2012,12.0,1.9
The Cloud-Capped Star,1960,6.0,7.3
The Clown,1953,2.0,4.3
The Clown,2011,41.0,7.2
The Clown Murders,1976,0.0,0.0
The Clown and The Kid,1961,0.0,0.0
The Clown at Midnight,1999,9.0,4.9
The Clowns,1970,10.0,6.4
The Club,1980,4.0,5.8
The Club,1994,3.0,3.2
The Club,2015,66.0,6.6
The Club of the Misunderstood,2014,104.0,6.7
The Coalition,2013,5.0,4.4
The Coast Guard,2002,29.0,6.8
The Cobbler,2014,565.0,5.5
The Cobweb,1955,6.0,4.3
The Coca-Cola Kid,1985,16.0,5.8
The Cockleshell Heroes,1955,6.0,5.8
The Cockroach That Ate Cincinnati,1996,0.0,0.0
The Cocoanuts,1929,21.0,7.1
The Coconut Revolution,2000,0.0,0.0
The Code,2002,9.0,5.1
The Code Conspiracy,2002,1.0,3.0
The Codes of Gender,2010,4.0,6.1
The Coed and the Zombie Stoner,2014,17.0,3.4
The Cokeville Miracle,2015,20.0,4.5
The Cold Light of Day,1996,1.0,6.0
The Cold Light of Day,2012,277.0,4.8
The Colditz Story,1955,11.0,7.2
The Collection,1976,0.0,0.0
The Collection,2012,294.0,5.9
The Collector,1965,39.0,6.9
The Collector,1997,1.0,5.0
The Collector,2005,5.0,6.1
The Collector,2009,365.0,6.3
The Collectors,1999,2.0,4.0
The Colonel,2006,1.0,5.0
The Colony,2013,465.0,5.2
The Color Purple,1985,345.0,7.7
The Color Wheel,2011,11.0,6.4
The Color of Friendship,2000,9.0,6.5
The Color of Lies,1999,11.0,4.9
The Color of Milk,2004,2.0,5.0
The Color of Money,1986,297.0,6.7
The Color of Paradise,1999,34.0,7.1
The Color of Pomegranates,1969,31.0,7.9
The Color of Rain,2014,8.0,5.8
The Color of Time,2012,8.0,4.4
The Colors of the Mountain,2011,14.0,7.5
The Colossus of Rhodes,1961,29.0,6.0
The Colour Out of Space,2010,7.0,5.9
The Colour of Magic,2008,52.0,6.4
The ComDads,1983,63.0,6.2
The Comancheros,1961,43.0,6.4
The Comeback,1978,6.0,6.0
The Comebacks,2007,45.0,4.9
The Comedian,1957,1.0,5.0
The Comedian,2013,3.0,3.7
The Comedian,2016,36.0,5.6
The Comedians,1967,9.0,5.8
The Comedians of Comedy,2005,14.0,7.1
The Comedians of Comedy: Live at The Troubadour,2007,7.0,6.6
The Comedy,2012,20.0,6.1
